"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Chicago","IL","1853-06","Chicago Association","Third Congregational Church",1853,22,"J. C. Holbrook","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-87.6297982,41.8781136,41.8829272216053,-87.6372705993253,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Ottawa","IL","1853-06","Chicago Association","Free Church",1848,61,"George Schlosser","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-88.8425769,41.3455892,41.3416133351845,-88.8311639366317,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Aurora","IL","1853-06","Fox River Union","",1838,130,"L. Benedict","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.3200715,41.7605849,41.7605849,-88.3200715,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Babcock's Grove","IL","1853-06","Fox River Union","",NA,15,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.0187284,41.8782691,41.8782691,-88.0187284,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Big Grove","IL","1853-06","Fox River Union","",1834,23,"L. Farnham","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.5371958,41.4920113,41.4920113,-88.5371958,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Big Rock","IL","1853-06","Fox River Union","",1838,50,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.5470219,41.7639181,41.7639181,-88.5470219,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Big Woods","IL","1853-06","Fox River Union","",NA,24,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.3461216,41.8431859,41.8431859,-88.3461216,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Bloomingdale","IL","1853-06","Fox River Union","",1840,80,"L. Parker","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.0809036,41.9575285,41.9575285,-88.0809036,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Bristol","IL","1853-06","Fox River Union","",1836,69,"Russel Whiting","","1852","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.4281285,41.6855852,41.6855852,-88.4281285,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Crete","IL","1853-06","Fox River Union","",1852,32,"L. S. Gilbert","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-87.6314312,41.4444791,41.4444791,-87.6314312,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Downer's Grove","IL","1853-06","Fox River Union","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.0111746,41.8089191,41.8089191,-88.0111746,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"East Du Page","IL","1853-06","Fox River Union","",1837,35,"F. Leonard","","1853","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.0900762,41.8243831,41.8243831,-88.0900762,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Flagg Creek","IL","1853-06","Fox River Union","",1840,27,"F. Leonard","","1850","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-89.0882462,41.9409434,41.9409434,-89.0882462,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Hadley","IL","1853-06","Fox River Union","",1849,25,"J. S. Rounce","","1852","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-90.9726335,39.7056026,39.7056026,-90.9726335,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Hickory Creek","IL","1853-06","Fox River Union","",NA,11,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-87.8455556,41.5486111,41.5486111,-87.8455556,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Kendall","IL","1853-06","Fox River Union","",NA,28,"R. Reed","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.4403883,41.5507043,41.5507043,-88.4403883,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Lamoile","IL","1853-06","Fox River Union","",1840,43,"G. B. Hubbard","","1852","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-89.2798104,41.5317006,41.5317006,-89.2798104,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Lisbon","IL","1853-06","Fox River Union","",1839,138,"D. R. Miller","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.482293,41.4814196,41.4814196,-88.482293,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Little Rock","IL","1853-06","Fox River Union","",NA,20,"I. Mattison","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.5761882,41.7175296,41.7175296,-88.5761882,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Lockport","IL","1853-06","Fox River Union","",NA,63,"Joel Grant","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.057837,41.5894752,41.5894752,-88.057837,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Marseilles","IL","1853-06","Fox River Union","",1853,11,"James Loughead","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.7081293,41.3308666,41.3308666,-88.7081293,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Naperville","IL","1853-06","Fox River Union","",1833,67,"Hope Brown","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.165556,41.748056,41.748056,-88.165556,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Nettle Creek","IL","1853-06","Fox River Union","",1849,12,"James Loughead","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.5781277,41.4425314,41.4425314,-88.5781277,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Newark","IL","1853-06","Fox River Union","",1843,105,"L. Farnham","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.5834068,41.536975,41.536975,-88.5834068,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Orangeville","IL","1853-06","Fox River Union","",1844,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-89.6440073,42.4683453,42.4683453,-89.6440073,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Oswego","IL","1853-06","Fox River Union","",NA,14,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.3514596,41.6828074,41.6828074,-88.3514596,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Ottawa","IL","1853-06","Fox River Union","",1839,80,"M. K. Whittlesey","","1849","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.8425769,41.3455892,41.3397630805763,-88.8533429519892,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Pawpaw","IL","1853-06","Fox River Union","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.9811986,41.688919,41.688919,-88.9811986,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Plainfield","IL","1853-06","Fox River Union","",1834,107,"R. Chapman","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-88.202778,41.617222,41.617222,-88.202778,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Vermillion","IL","1853-06","Fox River Union","",1834,70,"R. C. Bristol","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 203-04)",-89.0083726,41.2263864,41.2263864,-89.0083726,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Bernadotte","IL","1853-06","Central Association","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.3215076,40.4020354,40.4020354,-90.3215076,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Brimfield","IL","1853-06","Central Association","",NA,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.8864976,40.838926,40.838926,-89.8864976,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Bloomington","IL","1853-06","Central Association","",1843,40,"E. P. Ingersoll","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-88.9936873,40.4842027,40.4842027,-88.9936873,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Canton","IL","1853-06","Central Association","",1841,120,"E. Marsh","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.0351167,40.5580945,40.5580945,-90.0351167,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Dover","IL","1853-06","Central Association","",1838,100,"E. G. Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.3934239,41.4367021,41.4367021,-89.3934239,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Farmington","IL","1853-06","Central Association","",1850,70,"William E. Holyoke","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.0059483,40.6980932,40.6980932,-90.0059483,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Galesburg","IL","1853-06","Central Association","",1837,460,"F. Bascom","","1849","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.3712395,40.9478158,40.9478158,-90.3712395,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Hat Grove","IL","1853-06","Central Association","",NA,25,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-87.5032404,38.3479653,38.3479653,-87.5032404,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Henry","IL","1853-06","Central Association","",1851,30,"H. G. Pendleton","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.3564776,41.1114249,41.1114249,-89.3564776,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Knoxville","IL","1853-06","Central Association","",1850,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.2848476,40.9083715,40.9083715,-90.2848476,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"LaFayette","IL","1853-06","Central Association","",1847,60,"E. B. Coleman","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.9714998,41.1080927,41.1080927,-89.9714998,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Morton","IL","1853-06","Central Association","",1848,53,"Milo N. Miles","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.4592609,40.6128161,40.6128161,-89.4592609,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Matamora","IL","1853-06","Central Association","",1851,46,"W. W. Blanchard","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.3606433,40.7905919,40.7905919,-89.3606433,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Mount Hope","IL","1853-06","Central Association","",NA,10,"L. H. Parker","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.2086773,40.346993,40.346993,-89.2086773,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Newburg","IL","1853-06","Central Association","",NA,50,"J. Blanchard","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-88.8039638,39.9811475,39.9811475,-88.8039638,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Northampton","IL","1853-06","Central Association","",1845,59,"S. Ordway","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.2831353,38.597568,38.597568,-90.2831353,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Ontario","IL","1853-06","Central Association","",NA,35,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-90.3076256,41.0786484,41.0786484,-90.3076256,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Osceola","IL","1853-06","Central Association","",1847,6,"J. Steele","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.7798241,41.2130928,41.2130928,-89.7798241,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Peoria","IL","1853-06","Central Association","",1847,150,"John T. Marsh","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.5889864,40.6936488,40.6936488,-89.5889864,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Pleasant Grove","IL","1853-06","Central Association","",NA,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.028145,37.440437,37.4326130456893,-89.0228351182462,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Providence","IL","1853-06","Central Association","",1842,32,"G. Todd","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.5925957,41.2780927,41.2780927,-89.5925957,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
"Tremont","IL","1853-06","Central Association","",1843,50,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 204-05)",-89.4925979,40.5275392,40.5275392,-89.4925979,"https://archive.org/stream/americancongrega04amer#page/204/mode/1up"
